#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	row_number
16570	P22953	1.A.33.1.1	gnl|BL_ORD_ID|7101 gnl|TC-DB|P22953|1.A.33.1.1 HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress).	581	0.0	62.0	630	651	91.7	88.9	0	0	None	Hsp70	ions	60
12087	P0A6Y8	1.A.33.1.2	gnl|BL_ORD_ID|6401 gnl|TC-DB|P0A6Y8|1.A.33.1.2 Chaperone protein dnaK - Escherichia coli.	631	0.0	59.0	661	638	94.6	97.6	0	0	None	Hsp70	NONE, ions	61
9983	P08107	1.A.33.1.3	gnl|BL_ORD_ID|6269 gnl|TC-DB|P08107|1.A.33.1.3 Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human).	641	0.0	76.0	664	641	96.1	99.1	0	0	None	Hsp70	ions	62
11400	P08107	1.A.33.1.3	gnl|BL_ORD_ID|6269 gnl|TC-DB|P08107|1.A.33.1.3 Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human).	662	4.74108e-85	30.0	794	641	81.9	93.8	0	0	None	Hsp70	ions	63
13074	P08107	1.A.33.1.3	gnl|BL_ORD_ID|6269 gnl|TC-DB|P08107|1.A.33.1.3 Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human).	471	1.41565e-60	30.0	628	641	74.7	68.5	0	0	None	Hsp70	ions	64
8976	P11021	1.A.33.1.6	gnl|BL_ORD_ID|6740 gnl|TC-DB|P11021|1.A.33.1.6 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	527	0.0	74.0	602	654	87.2	80.0	0	0	None	Hsp70	None	65
10579	P11021	1.A.33.1.6	gnl|BL_ORD_ID|6740 gnl|TC-DB|P11021|1.A.33.1.6 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	757	4.03577e-62	27.0	892	654	83.3	96.2	0	0	None	Hsp70	None	66
10597	P11021	1.A.33.1.6	gnl|BL_ORD_ID|6740 gnl|TC-DB|P11021|1.A.33.1.6 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	595	5.79338e-38	24.0	739	654	80.0	73.9	0	0	None	Hsp70	None	67
8984	P11021	1.A.33.1.6	gnl|BL_ORD_ID|6740 gnl|TC-DB|P11021|1.A.33.1.6 78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	115	4.19067e-27	44.0	116	654	98.3	17.3	0	0	None	Hsp70	None	68
11131	B2HP37	1.A.33.2.1	gnl|BL_ORD_ID|1288 gnl|TC-DB|B2HP37|1.A.33.2.1 Conserved protein OS=Mycobacterium marinum (strain ATCC BAA-535 / M) GN=MMAR_0617 PE=4 SV=1	157	8.33571e-08	29.0	206	612	65.5	24.8	0	0	None	Hsp70	ions	69
13804	F7WTS9	1.A.33.2.2	gnl|BL_ORD_ID|3460 gnl|TC-DB|F7WTS9|1.A.33.2.2 Uncharacterized protein OS=Mycobacterium tuberculosis (strain CCDC5180) GN=CCDC5180_2072 PE=4 SV=1	131	5.24948e-10	31.0	311	581	41.2	22.2	0	0	None	Hsp70	ions	70
11065	P49785	1.A.34.1.1	gnl|BL_ORD_ID|8310 gnl|TC-DB|P49785|1.A.34.1.1 Stage III sporulation protein AH OS=Bacillus subtilis GN=spoIIIAH PE=1 SV=3	127	6.74935e-05	29.0	691	218	17.7	55.5	0	0	None	GJ-CC	Unknown	71
15461	O13657	1.A.35.2.3	gnl|BL_ORD_ID|5110 gnl|TC-DB|O13657|1.A.35.2.3 Putative metal ion transporter C27B12.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pi066 PE=1 SV=1	355	3.27278e-145	58.0	376	803	92.8	44.1	0	0	None	MIT	Metal ions	72
12033	Q9WZ31	1.A.35.3.2	gnl|BL_ORD_ID|15468 gnl|TC-DB|Q9WZ31|1.A.35.3.2 Magnesium transport protein CorA OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=corA PE=1 SV=1	255	1.72188e-15	24.0	738	351	34.3	57.3	0	0	None	MIT	Co2+, Mg2+	73
12954	Q01926	1.A.35.5.1	gnl|BL_ORD_ID|9297 gnl|TC-DB|Q01926|1.A.35.5.1 MITOCHONDRIAL RNA SPLICING PROTEIN MRS2 PRECURSOR - Saccharomyces cerevisiae (Baker's yeast).	320	1.88122e-66	35.0	348	470	91.7	66.6	0	0	None	MIT	Mg2+	74
14935	Q02783	1.A.35.5.5	gnl|BL_ORD_ID|9346 gnl|TC-DB|Q02783|1.A.35.5.5 Mitochondrial inner membrane magnesium transporter MFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MFM1 PE=1 SV=1	337	2.30636e-34	27.0	577	413	58.1	79.2	0	0	None	MIT	Mg2+	75
16691	B2ZXD5	1.A.38.1.1	gnl|BL_ORD_ID|1339 gnl|TC-DB|B2ZXD5|1.A.38.1.1 Golgi pH regulator OS=Cricetulus griseus GN=GPHR PE=2 SV=1	429	2.04241e-49	27.0	573	455	72.9	89.0	0	0	None	1.A.38	H+	76
9978	Q7SB51	1.A.43.2.6	gnl|BL_ORD_ID|12306 gnl|TC-DB|Q7SB51|1.A.43.2.6 Chromosome condensation protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) GN=NCU06262 PE=3 SV=2	435	2.16989e-43	30.0	392	526	95.4	79.3	0	0	None	Fluc	Fl-	77
16131	Q5BB29	1.A.46.2.1	gnl|BL_ORD_ID|11236 gnl|TC-DB|Q5BB29|1.A.46.2.1 Putative uncharacterized protein OS=Emericella nidulans GN=AN2251.2 PE=4 SV=1	416	3.83958e-32	27.0	465	499	89.0	67.3	0	0	None	Bestrophin	Citrate, Propionate, Benzoate, Sorbate	78
11462	Q5BB29	1.A.46.2.1	gnl|BL_ORD_ID|11236 gnl|TC-DB|Q5BB29|1.A.46.2.1 Putative uncharacterized protein OS=Emericella nidulans GN=AN2251.2 PE=4 SV=1	336	2.75351e-24	25.0	402	499	82.1	59.5	0	0	None	Bestrophin	Citrate, Propionate, Benzoate, Sorbate	79
11334	Q9LVA7	1.A.47.4.1	gnl|BL_ORD_ID|14820 gnl|TC-DB|Q9LVA7|1.A.47.4.1 Genomic DNA, chromosome 5, P1 clone:MMI9 (Hypothetical protein) - Arabidopsis thaliana (Mouse-ear cress).	202	5.82906e-09	25.0	270	229	68.9	77.7	0	0	None	ICln	Cl-	80
10275	Q9U6L4	1.A.48.1.1	gnl|BL_ORD_ID|15254 gnl|TC-DB|Q9U6L4|1.A.48.1.1 Tty (CG1693-PA) - Drosophila melanogaster (Fruit fly).	403	2.50545e-08	23.0	436	970	88.5	37.1	0	0	None	1.A.48	Cl-	81
9092	996063253	1.A.51.1.5	gnl|BL_ORD_ID|118 gnl|TC-DB|996063253|1.A.51.1.5 proton channel [Nicoletia phytophila]	115	1.76309e-09	30.0	263	239	42.6	44.4	0	0	None	VPC	H+	82
12967	Q9YS30	1.A.53.1.4	gnl|BL_ORD_ID|15639 gnl|TC-DB|Q9YS30|1.A.53.1.4 Polyprotein OS=Classical swine fever virus PE=4 SV=2	358	2.8795e-10	23.0	826	3898	41.4	7.9	0	0	None	HCV-P7	ions	83
15532	Q9YS30	1.A.53.1.4	gnl|BL_ORD_ID|15639 gnl|TC-DB|Q9YS30|1.A.53.1.4 Polyprotein OS=Classical swine fever virus PE=4 SV=2	437	1.36439e-08	24.0	717	3898	57.5	8.9	0	0	None	HCV-P7	ions	84
10401	A7KX19	1.A.54.3.4	gnl|BL_ORD_ID|714 gnl|TC-DB|A7KX19|1.A.54.3.4 Signal peptide peptidase OS=Drosophila melanogaster GN=spp PE=4 SV=1	399	2.91266e-69	35.0	406	389	93.6	91.0	0	0	None	1.A.54	cations	85
15217	Q4WHY8	1.A.56.1.16	gnl|BL_ORD_ID|10895 gnl|TC-DB|Q4WHY8|1.A.56.1.16 Ctr copper transporter family protein OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) GN=AFUA_2G03730 PE=4 SV=1	158	1.92783e-19	34.0	434	257	31.3	59.5	0	0	None	1.A.56	Cu+	86
12877	Q4WHY8	1.A.56.1.16	gnl|BL_ORD_ID|10895 gnl|TC-DB|Q4WHY8|1.A.56.1.16 Ctr copper transporter family protein OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) GN=AFUA_2G03730 PE=4 SV=1	193	1.08245e-08	28.0	450	257	42.0	69.6	0	0	None	1.A.56	Cu+	87
12785	P49573	1.A.56.2.1	gnl|BL_ORD_ID|8299 gnl|TC-DB|P49573|1.A.56.2.1 COPPER TRANSPORT PROTEIN CTR1 (COPPER TRANSPORTER 1) - Saccharomyces cerevisiae (Baker's yeast).	188	2.72557e-08	31.0	429	406	39.2	44.8	0	0	None	1.A.56	Cu+	88
